temperature,humidity,ph,water availability,season,label
31.53,56.08,5.67,182.07,summer,millet
36.58,53.74,7.45,225.63,summer,millet
31.22,44.93,7.04,225.0,summer,millet
36.24,49.69,5.91,167.98,summer,millet
36.97,45.29,6.13,200.01,summer,millet
28.8,49.14,6.21,244.63,summer,millet
36.19,49.27,6.16,218.77,summer,millet
29.95,53.39,6.48,150.09,summer,millet
30.99,43.69,7.45,222.09,summer,millet
32.1,44.0,6.05,181.71,summer,millet
36.3,48.37,5.53,217.98,summer,millet
37.0,52.76,7.33,160.65,summer,millet
33.67,47.97,6.94,204.32,summer,millet
29.71,57.27,7.27,167.48,summer,millet
35.58,42.17,7.09,219.69,summer,millet
32.95,49.0,7.39,192.63,summer,millet
29.15,49.37,5.93,178.24,summer,millet
32.21,45.91,7.1,156.37,summer,millet
32.9,50.39,6.09,196.9,summer,millet
34.89,57.67,6.71,243.42,summer,millet
31.58,59.68,7.15,235.18,summer,millet
33.61,58.32,6.45,155.36,summer,millet
37.29,54.99,6.82,171.6,summer,millet
28.57,59.39,7.14,186.05,summer,millet
33.09,46.37,5.72,174.46,summer,millet
35.19,47.17,7.42,172.76,summer,millet
31.01,57.36,6.72,201.92,summer,millet
37.5,50.43,6.33,220.39,summer,millet
32.4,59.46,6.62,151.43,summer,millet
30.59,50.0,6.11,204.69,summer,millet
31.12,41.63,7.3,176.46,summer,millet
37.73,52.62,6.36,168.73,summer,millet
30.09,49.04,5.86,167.35,summer,millet
32.06,50.29,6.89,170.97,summer,millet
30.63,40.65,6.69,163.23,summer,millet
36.33,43.91,6.76,192.19,summer,millet
29.77,49.18,5.62,185.62,summer,millet
28.47,47.0,6.52,229.79,summer,millet
31.05,49.06,6.85,193.05,summer,millet
30.99,57.17,6.81,235.96,summer,millet
37.52,51.65,6.19,150.63,summer,millet
36.8,49.92,5.73,171.13,summer,millet
35.77,52.95,5.8,241.31,summer,millet
37.22,46.44,7.34,228.37,summer,millet
28.44,59.68,7.29,240.9,summer,millet
36.35,57.23,6.98,200.42,summer,millet
31.02,46.44,5.84,182.07,summer,millet
33.29,56.97,6.5,209.17,summer,millet
35.1,44.08,7.24,225.14,summer,millet
37.62,46.32,6.97,152.22,summer,millet
28.45,48.48,6.42,170.12,summer,millet
36.62,54.56,6.09,182.98,summer,millet
32.8,51.0,6.59,158.61,summer,millet
35.22,57.51,5.74,232.37,summer,millet
33.69,45.67,7.0,153.66,summer,millet
28.45,55.04,6.96,234.51,summer,millet
37.75,57.67,5.91,158.35,summer,millet
34.3,40.41,6.75,226.12,summer,millet
31.84,58.02,7.07,157.77,summer,millet
36.18,47.01,6.18,235.68,summer,millet
36.04,43.63,6.6,235.15,summer,millet
29.85,47.65,7.48,176.24,summer,millet
29.77,40.71,6.33,218.79,summer,millet
35.57,42.82,6.73,184.22,summer,millet
29.06,52.76,6.73,185.95,summer,millet
36.89,40.55,6.01,156.69,summer,millet
30.2,42.68,6.38,168.47,summer,millet
29.48,40.55,6.36,161.23,summer,millet
36.01,51.68,6.91,158.04,summer,millet
28.31,42.09,6.21,183.08,summer,millet
32.39,40.8,5.54,215.74,summer,millet
34.69,54.7,7.22,209.58,summer,millet
32.49,53.17,6.86,195.97,summer,millet
35.6,48.82,7.14,187.4,summer,millet
30.07,42.06,6.97,165.31,summer,millet
32.4,45.4,6.64,222.59,summer,millet
29.34,49.18,6.15,169.35,summer,millet
33.78,48.85,7.47,169.97,summer,millet
37.81,57.63,6.19,231.87,summer,millet
34.52,58.51,5.57,198.54,summer,millet
35.03,49.68,5.92,234.46,summer,millet
31.82,42.27,7.43,164.71,summer,millet
29.97,50.23,6.74,190.78,summer,millet
37.9,59.84,7.21,186.3,summer,millet
35.22,49.11,5.65,200.7,summer,millet
37.38,46.06,6.42,198.4,summer,millet
37.76,49.84,6.93,174.56,summer,millet
34.98,45.89,6.53,220.37,summer,millet
34.28,52.98,6.44,184.05,summer,millet
36.15,43.76,6.6,189.39,summer,millet
28.35,53.03,7.48,236.19,summer,millet
35.94,44.68,6.53,160.92,summer,millet
35.22,59.67,5.95,162.81,summer,millet
29.17,54.1,5.7,235.34,summer,millet
28.02,51.44,6.91,239.41,summer,millet
36.11,40.56,6.5,177.84,summer,millet
28.57,50.25,7.31,212.63,summer,millet
36.37,41.02,5.82,160.46,summer,millet
30.34,53.61,5.87,219.86,summer,millet
33.09,42.77,6.79,168.93,summer,millet
33.02,57.88,6.37,168.1,summer,millet
37.25,51.1,7.16,197.16,summer,millet
32.72,59.86,6.72,197.38,summer,millet
30.99,49.16,5.92,180.91,summer,millet
17.53,38.89,7.13,144.19,winter,wheat
11.95,32.58,5.55,102.07,winter,wheat
11.3,39.0,7.01,117.87,winter,wheat
12.18,46.91,7.13,138.33,winter,wheat
15.71,32.48,7.39,114.77,winter,wheat
16.66,32.06,6.37,108.8,winter,wheat
16.44,38.16,7.47,137.14,winter,wheat
17.82,48.29,5.78,104.95,winter,wheat
17.16,39.97,6.27,171.42,winter,wheat
12.93,40.96,6.63,104.91,winter,wheat
14.12,42.9,7.22,114.92,winter,wheat
15.99,43.28,6.86,162.08,winter,wheat
11.21,30.96,7.34,128.73,winter,wheat
18.23,38.23,6.14,126.81,winter,wheat
12.51,41.84,7.28,139.0,winter,wheat
13.04,36.81,6.44,159.44,winter,wheat
11.26,48.65,6.66,161.63,winter,wheat
13.79,49.21,6.05,167.56,winter,wheat
14.14,45.08,6.49,109.76,winter,wheat
10.31,42.46,7.35,154.06,winter,wheat
10.88,49.57,7.11,162.48,winter,wheat
16.06,42.06,7.01,119.93,winter,wheat
16.28,37.03,5.78,159.38,winter,wheat
16.2,42.99,6.9,116.19,winter,wheat
15.49,38.03,7.46,164.7,winter,wheat
18.07,41.24,6.77,146.72,winter,wheat
13.3,30.5,6.08,116.02,winter,wheat
15.85,41.24,6.88,159.05,winter,wheat
13.82,35.41,5.66,110.17,winter,wheat
11.99,41.88,7.37,158.18,winter,wheat
13.54,40.77,7.12,113.51,winter,wheat
14.45,44.36,7.03,135.59,winter,wheat
13.68,38.12,6.41,117.91,winter,wheat
19.51,44.82,6.73,135.26,winter,wheat
14.35,48.85,6.15,160.77,winter,wheat
10.8,46.88,6.94,137.55,winter,wheat
11.91,35.74,6.51,173.3,winter,wheat
18.02,49.63,5.8,126.59,winter,wheat
11.33,39.82,5.56,120.98,winter,wheat
10.18,46.94,7.31,106.82,winter,wheat
14.49,36.59,5.52,136.73,winter,wheat
15.92,32.48,5.52,128.89,winter,wheat
15.98,34.41,5.55,152.44,winter,wheat
16.81,39.44,5.68,148.78,winter,wheat
10.31,32.96,5.68,178.59,winter,wheat
18.64,49.91,6.0,149.54,winter,wheat
12.36,40.41,6.87,171.44,winter,wheat
18.83,30.11,6.32,173.09,winter,wheat
14.51,45.39,6.19,106.28,winter,wheat
16.97,34.81,5.67,110.81,winter,wheat
12.18,45.12,6.3,144.62,winter,wheat
14.27,33.55,6.33,152.3,winter,wheat
11.08,34.58,6.25,125.98,winter,wheat
10.05,31.96,7.24,119.16,winter,wheat
17.25,49.83,6.45,156.82,winter,wheat
14.97,30.29,6.21,111.41,winter,wheat
11.62,39.81,6.9,148.12,winter,wheat
17.54,36.0,6.35,130.11,winter,wheat
18.09,31.17,6.43,113.34,winter,wheat
10.24,47.98,6.66,118.61,winter,wheat
19.09,38.13,6.72,142.97,winter,wheat
11.77,35.86,7.46,122.35,winter,wheat
18.67,44.71,7.41,141.9,winter,wheat
14.81,34.93,5.53,143.57,winter,wheat
18.15,39.99,5.8,166.41,winter,wheat
13.55,32.04,7.46,103.49,winter,wheat
18.87,40.01,6.16,138.12,winter,wheat
12.94,46.75,5.95,124.27,winter,wheat
14.89,43.36,7.19,119.57,winter,wheat
13.7,33.71,6.93,123.17,winter,wheat
19.79,35.83,7.28,152.11,winter,wheat
14.86,32.54,5.73,119.23,winter,wheat
18.01,44.39,5.82,146.55,winter,wheat
18.0,49.89,7.2,166.67,winter,wheat
18.85,43.02,6.65,166.92,winter,wheat
11.89,48.38,5.61,105.57,winter,wheat
18.28,42.31,7.29,156.55,winter,wheat
12.86,49.12,7.35,115.14,winter,wheat
15.81,42.38,6.26,105.71,winter,wheat
17.46,46.94,5.9,107.57,winter,wheat
11.23,36.62,6.01,144.89,winter,wheat
13.43,40.29,5.61,157.09,winter,wheat
12.34,45.46,7.21,145.76,winter,wheat
17.33,45.01,6.89,161.71,winter,wheat
17.37,44.72,6.36,127.26,winter,wheat
12.9,44.43,7.17,105.17,winter,wheat
13.9,32.85,6.26,172.06,winter,wheat
13.32,37.89,6.96,128.4,winter,wheat
19.71,45.26,6.63,168.37,winter,wheat
15.47,36.94,5.85,178.85,winter,wheat
19.45,30.57,5.72,109.19,winter,wheat
12.24,36.95,6.16,142.09,winter,wheat
10.42,47.15,7.16,123.66,winter,wheat
16.06,36.36,6.31,102.41,winter,wheat
17.68,35.46,6.23,151.32,winter,wheat
15.62,30.93,5.61,179.7,winter,wheat
14.16,46.87,7.28,123.57,winter,wheat
17.73,44.37,6.86,144.66,winter,wheat
12.3,30.96,7.25,153.59,winter,wheat
17.86,49.96,7.04,100.3,winter,wheat
12.49,45.48,6.86,112.99,winter,wheat
14.98,43.45,6.56,136.56,winter,wheat
12.3,31.66,7.13,136.8,winter,wheat
16.72,36.99,5.51,140.05,winter,wheat
17.94,45.13,5.71,117.41,winter,wheat
16.84,39.67,6.9,121.91,winter,wheat
10.87,45.82,6.67,142.77,winter,wheat
13.44,47.81,6.58,104.89,winter,wheat
15.67,34.09,7.43,173.08,winter,wheat
10.18,37.78,7.16,122.87,winter,wheat
15.79,37.75,6.89,178.67,winter,wheat
15.27,33.91,7.18,122.87,winter,wheat
10.62,43.11,5.71,156.8,winter,wheat
15.3,33.89,7.35,102.85,winter,wheat
14.42,45.33,6.37,121.19,winter,wheat
11.73,36.97,6.77,172.95,winter,wheat
19.2,38.4,7.02,166.07,winter,wheat
19.09,41.03,7.44,102.35,winter,wheat
19.0,45.86,6.84,101.57,winter,wheat
19.02,39.2,6.5,115.7,winter,wheat
19.31,32.01,7.36,105.96,winter,wheat
17.42,38.33,6.69,165.99,winter,wheat
19.17,49.21,6.86,171.97,winter,wheat
13.08,46.92,6.64,169.1,winter,wheat
14.41,31.62,7.18,116.4,winter,wheat
19.64,38.99,7.18,110.54,winter,wheat
13.63,34.93,7.39,143.88,winter,wheat
11.89,48.37,7.34,162.69,winter,wheat
12.42,48.32,5.63,151.66,winter,wheat
10.75,36.52,6.63,142.69,winter,wheat
19.39,43.88,7.0,107.59,winter,wheat
17.87,37.77,6.08,108.2,winter,wheat
10.77,46.26,6.38,152.56,winter,wheat
11.25,39.14,6.11,178.51,winter,wheat
16.0,32.95,6.07,111.76,winter,wheat
13.85,49.58,6.86,123.62,winter,wheat
12.22,48.37,6.6,106.12,winter,wheat
17.41,43.66,7.26,106.29,winter,wheat
11.96,36.64,6.28,149.31,winter,wheat
10.3,38.7,6.36,136.3,winter,wheat
18.06,47.67,6.64,100.57,winter,wheat
15.82,35.84,5.81,177.5,winter,wheat
18.08,38.92,6.62,147.03,winter,wheat
11.92,41.88,7.12,138.83,winter,wheat
16.23,44.58,7.49,103.22,winter,wheat
13.35,45.42,6.31,159.8,winter,wheat
13.26,46.67,6.76,117.49,winter,wheat
13.79,40.75,6.49,149.78,winter,wheat
16.16,44.07,6.31,104.4,winter,wheat
10.12,31.07,7.49,153.07,winter,wheat
13.83,39.14,5.73,121.01,winter,wheat
13.61,42.13,6.73,160.68,winter,wheat
15.26,44.78,7.03,106.14,winter,wheat
19.41,32.41,7.45,140.59,winter,wheat
15.89,37.61,6.05,118.99,winter,wheat
19.03,40.23,7.28,133.54,winter,wheat
16.57,34.46,7.36,139.06,winter,wheat
14.37,37.14,7.01,105.75,winter,wheat
17.67,43.84,7.19,134.06,winter,wheat
15.78,37.33,6.76,157.2,winter,wheat
12.59,48.55,7.4,134.78,winter,wheat
10.56,46.33,6.26,147.31,winter,wheat
13.73,30.68,6.2,104.51,winter,wheat
11.45,48.17,6.52,162.52,winter,wheat
10.11,35.36,7.12,136.33,winter,wheat
14.42,46.14,7.28,102.87,winter,wheat
17.98,44.1,6.05,155.83,winter,wheat
10.46,38.55,5.99,177.01,winter,wheat
16.06,39.47,6.53,113.85,winter,wheat
14.81,34.21,6.01,162.09,winter,wheat
10.67,44.32,6.95,177.02,winter,wheat
11.04,49.8,6.88,137.88,winter,wheat
17.43,35.75,5.63,142.66,winter,wheat
13.01,37.24,5.74,142.07,winter,wheat
19.84,37.7,6.33,160.83,winter,wheat
12.36,38.66,6.36,146.31,winter,wheat
18.04,46.67,7.09,167.8,winter,wheat
14.15,40.61,7.27,133.69,winter,wheat
19.89,34.94,6.93,153.5,winter,wheat
11.1,45.74,6.24,120.43,winter,wheat
18.54,34.73,6.04,140.25,winter,wheat
10.06,38.61,6.26,113.13,winter,wheat
15.04,38.91,7.21,143.27,winter,wheat
14.44,47.36,6.99,141.8,winter,wheat
17.46,43.21,7.2,142.56,winter,wheat
11.37,47.74,7.02,123.99,winter,wheat
13.02,43.25,6.48,149.53,winter,wheat
13.72,40.11,5.91,112.83,winter,wheat
17.94,43.07,5.69,150.92,winter,wheat
10.11,34.5,6.15,146.15,winter,wheat
18.3,44.89,7.06,119.6,winter,wheat
17.65,33.54,5.72,150.29,winter,wheat
13.43,33.94,6.13,178.45,winter,wheat
16.1,45.65,7.48,165.37,winter,wheat
19.89,34.38,6.68,116.19,winter,wheat
19.48,33.33,7.21,119.15,winter,wheat
16.74,39.73,6.16,150.97,winter,wheat
16.81,41.3,7.24,124.05,winter,wheat
11.15,30.26,5.78,112.84,winter,wheat
11.49,43.26,6.59,148.76,winter,wheat
10.52,45.27,6.66,160.73,winter,wheat
10.41,37.05,6.04,134.24,winter,wheat
19.06,45.76,7.22,127.7,winter,wheat
13.43,42.19,7.33,115.76,winter,wheat
13.79,40.44,6.96,152.78,winter,wheat
18.55,49.15,6.63,154.07,winter,wheat
15.93,35.79,7.34,173.89,winter,wheat
12.63,45.58,5.85,151.65,winter,wheat
17.97,40.74,5.81,141.93,winter,wheat
18.9,37.43,7.46,110.17,winter,wheat
17.03,31.41,7.01,129.96,winter,wheat
13.79,39.36,6.32,106.07,winter,wheat
11.78,49.13,5.93,178.05,winter,wheat
19.2,43.44,7.21,166.74,winter,wheat
11.8,49.64,6.7,137.03,winter,wheat
18.09,40.62,5.79,109.86,winter,wheat
14.63,30.23,7.26,124.3,winter,wheat
18.21,39.24,5.96,156.88,winter,wheat
16.43,40.53,6.41,156.41,winter,wheat
18.09,33.13,6.95,102.2,winter,wheat
10.48,33.2,5.7,110.18,winter,wheat
17.5,44.86,5.62,138.62,winter,wheat
12.83,30.0,6.04,105.64,winter,wheat
17.24,31.29,7.21,176.03,winter,wheat
18.67,32.29,6.61,104.87,winter,wheat
19.78,42.4,5.71,149.91,winter,wheat
14.67,48.43,7.45,125.8,winter,wheat
10.26,45.53,6.88,166.27,winter,wheat
18.3,47.66,6.13,115.42,winter,wheat
18.84,41.94,7.36,160.66,winter,wheat
14.45,43.7,5.8,158.61,winter,wheat
15.22,33.4,6.57,142.4,winter,wheat
11.4,48.95,6.8,128.33,winter,wheat
12.18,48.12,5.74,144.36,winter,wheat
14.21,44.33,6.63,115.12,winter,wheat
16.66,35.51,6.42,118.66,winter,wheat
19.28,36.53,6.14,125.41,winter,wheat
17.85,38.2,5.56,153.1,winter,wheat
11.98,47.27,6.75,101.48,winter,wheat
11.03,37.78,6.03,129.2,winter,wheat
15.76,45.14,6.94,162.75,winter,wheat
16.85,35.3,6.6,120.56,winter,wheat
12.55,38.13,5.83,174.06,winter,wheat
18.22,36.78,7.47,146.49,winter,wheat
14.35,42.41,6.64,105.0,winter,wheat
17.57,36.65,7.42,171.95,winter,wheat
16.92,49.06,5.85,116.45,winter,wheat
12.14,40.51,6.08,163.56,winter,wheat
16.49,44.59,6.68,165.74,winter,wheat
12.97,43.99,6.27,140.05,winter,wheat
16.88,34.13,5.97,157.45,winter,barley
19.9,38.73,6.73,111.33,winter,barley
14.92,34.55,5.64,108.38,winter,barley
17.21,49.87,6.93,158.84,winter,barley
11.45,35.26,5.86,105.91,winter,barley
12.08,45.64,6.86,141.67,winter,barley
11.72,49.68,5.81,127.77,winter,barley
19.98,31.84,5.78,178.63,winter,barley
17.67,48.3,7.03,101.31,winter,barley
14.46,32.21,6.03,159.4,winter,barley
12.59,40.31,6.14,106.71,winter,barley
10.99,40.74,6.91,124.23,winter,barley
11.62,33.33,5.69,139.98,winter,barley
14.08,43.19,6.1,102.48,winter,barley
10.11,40.48,6.85,114.33,winter,barley
11.87,49.59,6.49,121.74,winter,barley
14.75,35.61,6.64,104.01,winter,barley
14.13,31.94,7.33,145.24,winter,barley
18.59,39.8,6.01,115.8,winter,barley
14.79,30.19,6.05,142.57,winter,barley
11.12,47.45,6.23,167.65,winter,barley
12.56,31.59,6.78,136.11,winter,barley
17.24,36.57,6.66,179.86,winter,barley
10.75,44.72,5.91,159.69,winter,barley
16.61,41.83,7.15,124.1,winter,barley
14.73,49.02,6.14,100.64,winter,barley
10.69,38.21,7.18,156.43,winter,barley
12.01,40.53,5.85,136.53,winter,barley
10.97,41.72,6.92,168.4,winter,barley
18.83,34.87,7.1,174.41,winter,barley
12.09,31.93,6.9,165.01,winter,barley
10.31,38.86,6.35,121.36,winter,barley
11.9,34.87,6.15,123.06,winter,barley
13.59,31.89,6.48,116.3,winter,barley
12.87,48.37,5.67,178.44,winter,barley
15.3,34.88,6.4,175.98,winter,barley
18.73,36.27,6.93,134.29,winter,barley
16.14,36.81,7.33,117.01,winter,barley
10.91,49.82,7.23,123.31,winter,barley
18.15,47.06,6.08,140.87,winter,barley
16.34,39.86,7.33,139.38,winter,barley
10.78,45.93,7.02,148.79,winter,barley
13.59,46.07,5.75,146.95,winter,barley
12.39,36.07,5.68,129.68,winter,barley
10.29,32.59,6.65,102.09,winter,barley
14.69,46.75,7.16,100.43,winter,barley
17.18,39.85,7.47,159.54,winter,barley
18.7,37.08,6.8,117.77,winter,barley
18.94,40.06,6.57,152.87,winter,barley
13.2,33.27,6.68,160.09,winter,barley
15.36,33.67,6.71,159.49,winter,barley
19.07,44.79,6.93,164.65,winter,barley
13.15,36.35,6.41,152.12,winter,barley
18.05,45.62,6.89,109.53,winter,barley
15.38,35.94,5.5,136.04,winter,barley
11.09,38.53,6.78,139.67,winter,barley
16.38,42.61,6.68,142.86,winter,barley
12.2,30.2,7.49,149.16,winter,barley
16.46,46.47,7.46,154.33,winter,barley
19.69,42.07,6.38,101.16,winter,barley
12.88,40.42,6.76,105.55,winter,barley
16.46,35.78,5.85,144.91,winter,barley
18.12,39.55,6.2,108.49,winter,barley
17.12,45.45,6.19,123.8,winter,barley
15.4,49.43,7.49,104.52,winter,barley
15.22,35.57,5.65,169.15,winter,barley
17.62,36.63,7.45,101.49,winter,barley
16.99,32.49,6.01,135.38,winter,barley
11.79,46.24,7.43,137.85,winter,barley
16.65,44.01,6.43,165.8,winter,barley
10.55,48.28,5.54,100.96,winter,barley
11.36,40.07,7.15,166.18,winter,barley
17.68,46.25,6.72,103.9,winter,barley
11.14,32.54,6.32,145.95,winter,barley
10.56,30.44,6.79,152.43,winter,barley
18.63,33.54,5.58,110.27,winter,barley
16.63,45.84,6.14,175.35,winter,barley
14.43,34.73,6.48,119.91,winter,barley
17.4,48.35,6.08,169.28,winter,barley
13.97,32.69,6.87,116.28,winter,barley
18.02,33.07,6.93,166.86,winter,barley
15.32,45.06,5.98,174.44,winter,barley
15.58,37.4,6.38,138.97,winter,barley
17.83,44.52,6.12,170.21,winter,barley
16.26,32.23,6.12,109.02,winter,barley
14.84,37.11,6.2,159.76,winter,barley
13.27,49.44,6.52,104.35,winter,barley
14.71,47.3,6.34,133.81,winter,barley
16.72,35.31,5.52,165.44,winter,barley
11.19,44.15,7.0,132.81,winter,barley
18.13,30.84,6.12,162.19,winter,barley
16.86,44.71,7.15,142.44,winter,barley
13.4,46.66,6.19,148.81,winter,barley
19.2,30.81,5.74,157.72,winter,barley
14.07,35.42,5.73,156.48,winter,barley
15.85,48.77,5.52,122.22,winter,barley
12.62,35.59,7.1,176.77,winter,barley
18.43,36.56,5.55,167.64,winter,barley
15.71,33.78,6.64,127.68,winter,barley
18.13,37.16,6.56,105.98,winter,barley
10.78,49.93,6.85,169.77,winter,barley
11.43,31.68,6.29,176.87,winter,barley
12.16,38.39,6.03,158.66,winter,barley
13.79,46.59,7.13,156.43,winter,barley
13.12,44.26,6.15,139.82,winter,barley
16.14,44.99,6.03,142.49,winter,barley
15.45,45.01,6.18,140.92,winter,barley
18.22,41.9,7.16,151.1,winter,barley
11.56,43.48,7.43,139.86,winter,barley
15.26,44.3,5.9,154.77,winter,barley
13.16,31.45,7.46,165.55,winter,barley
18.41,45.29,6.5,144.04,winter,barley
12.93,43.61,6.72,140.85,winter,barley
13.9,42.99,7.12,115.2,winter,barley
19.68,35.87,5.69,118.46,winter,barley
16.24,30.48,7.23,124.66,winter,barley
15.01,38.36,6.05,131.73,winter,barley
18.86,43.56,5.9,140.15,winter,barley
11.11,43.11,6.88,118.75,winter,barley
11.45,46.06,5.96,152.57,winter,barley
16.1,40.4,5.67,132.75,winter,barley
16.9,32.56,6.92,168.44,winter,barley
18.37,33.98,5.64,140.0,winter,barley
14.61,35.39,5.83,121.6,winter,barley
13.91,38.38,5.58,136.08,winter,barley
11.07,46.36,6.51,106.25,winter,barley
19.56,31.22,5.55,132.48,winter,barley
13.32,42.77,6.17,146.49,winter,barley
13.13,35.11,6.82,150.67,winter,barley
15.32,31.55,5.93,128.04,winter,barley
17.57,44.62,6.28,175.69,winter,barley
14.4,46.79,6.43,129.56,winter,barley
10.37,47.71,6.08,129.26,winter,barley
11.35,44.4,7.4,104.29,winter,barley
18.04,36.02,6.59,151.18,winter,barley
14.62,34.18,6.39,177.51,winter,barley
13.97,44.49,6.14,165.01,winter,barley
14.25,40.32,5.7,171.54,winter,barley
17.44,47.98,5.67,108.07,winter,barley
17.62,36.12,6.77,174.98,winter,barley
12.64,31.39,6.27,138.82,winter,barley
13.53,45.85,6.11,160.36,winter,barley
12.07,30.6,5.65,164.68,winter,barley
15.33,48.48,7.08,135.99,winter,barley
11.25,39.51,6.24,140.48,winter,barley
12.89,34.61,6.86,160.23,winter,barley
10.54,40.99,6.09,155.57,winter,barley
15.74,49.45,6.18,118.38,winter,barley
18.19,46.93,7.45,170.55,winter,barley
11.28,42.98,6.53,102.75,winter,barley
19.89,30.23,5.67,169.23,winter,barley
16.06,43.09,7.26,120.69,winter,barley
14.85,32.33,7.22,155.14,winter,barley
16.51,35.36,5.94,172.12,winter,barley
15.17,31.19,7.25,128.4,winter,barley
10.32,38.94,7.28,170.35,winter,barley
15.28,33.92,7.09,149.11,winter,barley
19.17,47.64,6.96,124.49,winter,barley
15.58,47.2,5.64,152.13,winter,barley
12.5,43.83,5.61,131.71,winter,barley
11.57,41.41,5.82,142.66,winter,barley
10.94,31.01,6.58,118.47,winter,barley
12.65,39.41,6.73,118.95,winter,barley
19.73,34.42,5.95,118.16,winter,barley
10.37,46.25,5.94,163.77,winter,barley
14.47,48.3,7.41,141.75,winter,barley
14.1,33.52,6.23,135.09,winter,barley
12.72,32.09,6.29,134.99,winter,barley
18.0,37.59,6.4,122.61,winter,barley
10.85,36.88,6.23,108.78,winter,barley
16.68,37.68,6.54,154.35,winter,barley
10.3,42.44,7.03,154.76,winter,barley
17.44,35.72,7.28,123.55,winter,barley
11.01,31.57,6.92,171.11,winter,barley
17.37,34.32,6.42,178.39,winter,barley
10.48,40.81,6.07,113.81,winter,barley
17.62,35.96,5.67,155.61,winter,barley
13.16,33.68,6.05,154.75,winter,barley
12.19,41.53,6.51,123.71,winter,barley
14.81,40.21,7.41,134.96,winter,barley
14.76,48.66,5.51,118.98,winter,barley
18.58,47.35,6.04,131.78,winter,barley
16.58,36.19,5.78,105.67,winter,barley
16.42,43.94,7.4,170.94,winter,barley
11.6,47.5,6.85,163.58,winter,barley
12.83,40.87,7.33,101.73,winter,barley
11.43,39.71,5.94,126.04,winter,barley
14.89,39.24,6.61,167.27,winter,barley
12.39,44.9,7.26,173.8,winter,barley
16.29,31.35,6.83,121.36,winter,barley
13.23,48.72,5.57,111.82,winter,barley
17.09,34.84,7.34,106.75,winter,barley
10.61,32.77,5.51,128.46,winter,barley
19.52,36.95,5.7,104.91,winter,barley
16.72,49.11,6.98,154.71,winter,barley
15.56,36.91,5.84,101.85,winter,barley
18.01,36.43,5.9,135.36,winter,barley
14.79,30.16,6.91,116.35,winter,barley
16.22,50.0,7.49,111.31,winter,barley
18.03,40.64,5.72,172.03,winter,barley
11.51,37.11,6.07,157.74,winter,barley
17.6,46.89,5.85,156.76,winter,barley
14.67,44.51,5.91,142.91,winter,barley
19.13,43.0,7.2,162.3,winter,barley
11.76,43.97,6.79,158.48,winter,barley
10.87,37.38,6.98,144.02,winter,barley
11.41,38.08,6.37,143.32,winter,barley
15.91,45.2,7.49,115.77,winter,barley
19.77,35.81,6.76,175.32,winter,barley
12.22,38.27,6.24,149.42,winter,barley
13.79,48.37,7.33,129.15,winter,barley
12.37,30.71,7.0,119.13,winter,barley
16.38,41.9,5.65,173.25,winter,barley
11.5,30.19,5.6,140.34,winter,barley
13.16,39.8,7.21,170.63,winter,barley
11.56,35.71,7.15,124.97,winter,barley
16.51,36.56,6.74,129.35,winter,barley
16.58,42.87,6.15,154.57,winter,barley
15.62,31.37,6.51,173.27,winter,barley
14.42,48.04,6.6,156.76,winter,barley
13.67,35.14,6.55,104.14,winter,barley
13.2,49.03,6.91,173.98,winter,barley
15.28,48.65,7.2,115.07,winter,barley
11.56,42.73,5.66,111.14,winter,barley
15.14,39.6,6.26,117.64,winter,barley
13.02,47.56,7.38,117.09,winter,barley
17.45,46.53,6.19,107.64,winter,barley
13.13,49.09,5.98,103.98,winter,barley
15.43,45.39,5.98,118.49,winter,barley
15.61,44.87,5.97,127.49,winter,barley
13.51,34.04,7.21,147.76,winter,barley
17.8,30.29,5.75,126.11,winter,barley
17.29,38.54,7.04,128.13,winter,barley
18.89,32.42,6.84,127.15,winter,barley
13.98,30.78,5.77,176.27,winter,barley
13.14,48.26,6.13,115.67,winter,barley
12.72,44.55,7.09,155.43,winter,barley
16.1,30.85,7.15,165.11,winter,barley
14.51,45.55,6.3,117.7,winter,barley
18.46,45.31,7.44,122.46,winter,barley
19.88,42.67,6.16,158.47,winter,barley
10.94,40.24,6.69,176.44,winter,barley
17.46,31.57,6.92,171.8,winter,barley
16.84,30.71,6.88,128.35,winter,barley
11.16,30.68,5.52,123.11,winter,barley
11.2,42.16,7.43,124.07,winter,barley
12.12,42.18,6.17,175.78,winter,barley
15.56,49.22,5.52,153.62,winter,barley
18.44,45.49,5.98,109.84,winter,barley
18.4,45.07,7.03,108.55,winter,barley
15.19,41.33,5.71,124.01,winter,mustard
19.79,33.85,5.83,141.79,winter,mustard
12.02,38.15,6.69,139.63,winter,mustard
11.54,40.13,5.56,121.79,winter,mustard
10.86,49.86,6.87,175.65,winter,mustard
17.74,40.64,6.39,169.53,winter,mustard
13.94,39.46,6.1,108.57,winter,mustard
19.89,30.97,6.45,110.23,winter,mustard
17.15,42.94,6.36,136.74,winter,mustard
19.62,38.51,6.49,138.91,winter,mustard
11.28,35.99,6.93,105.26,winter,mustard
13.8,42.18,7.28,160.02,winter,mustard
14.97,39.33,7.42,117.85,winter,mustard
15.59,32.16,7.25,124.52,winter,mustard
18.0,31.41,5.99,175.11,winter,mustard
14.65,37.98,6.82,167.2,winter,mustard
13.76,46.96,5.53,128.79,winter,mustard
13.93,32.51,6.73,173.05,winter,mustard
14.26,48.06,7.1,129.7,winter,mustard
